id,titulo,pilar,fase,objetivo,status,data_planejada,data_postagem,arquivo_roteiro,cta,kpi_foco,observacoes
R001,Palavra Sadhana,Presenca,Aquecimento,Reforcar posicionamento e conceito central,roteiro,2026-03-02,,docs/conteudo/reels/roteiros/R001-palavra-sadhana.md,Salvar e comentar PRESENCA,Saves por alcance,
